schema_version	candidate_id	meta5_delta_id	cumulative_meta5_delta_ids	operation_id	signature	precondition	owner_result	allocation_result	borrow_result	fact_result	normal_exit_effect	authorization_status
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-RESIZE-01-DENSE-RESIZE-CLONE	adapter<DENSE-RESIZE-CLONE>(move-or-borrow Transition<T>; BASE owner; SEED owner) -> one exact registered outcome	BASE is valid; NEW_LEN is checked; SEED is owned when growth is requested. Closed primitive dependencies: OD-1-RECOVERABLE-MUTATORS=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_RECOVERABLE,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY,OP-ATOMIC_TRANSITIONS-RETURN_FAILURE;OD-1-RESERVE-FIRST=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::OOM_ABORT,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN,DENSE-RESIZE-CLONE::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-RESIZE-01-DENSE-RESIZE-WITH	adapter<DENSE-RESIZE-WITH>(move-or-borrow Transition<T>; BASE owner; PRODUCER environment) -> one exact registered outcome	BASE is valid; NEW_LEN is checked; PRODUCER is owned. Closed primitive dependencies: OD-1-RECOVERABLE-MUTATORS=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_RECOVERABLE,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY,OP-ATOMIC_TRANSITIONS-RETURN_FAILURE;OD-1-RESERVE-FIRST=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::OOM_ABORT,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN,DENSE-RESIZE-WITH::SEQ-RESIZE-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-RETAIN-01-DENSE-RETAIN	adapter<DENSE-RETAIN>(move-or-borrow Transition<T>; BASE owner; PRED environment) -> one exact registered outcome	BASE is valid; PRED is owned; no incompatible borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-MOVE_OUT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS,DENSE-RETAIN::SEQ-RETAIN-01::COMMON-NON-OD1::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-RETAIN-01-DENSE-RETAIN-MUT	adapter<DENSE-RETAIN-MUT>(move-or-borrow Transition<T>; BASE owner; PRED environment) -> one exact registered outcome	BASE is valid; PRED is owned; no incompatible borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-MOVE_OUT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-RETAIN-MUT::SEQ-RETAIN-01::COMMON-NON-OD1::SUCCESS,DENSE-RETAIN-MUT::SEQ-RETAIN-01::COMMON-NON-OD1::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-SHRINK-01-DENSE-SHRINK-TO	adapter<DENSE-SHRINK-TO>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; MIN_CAPACITY is supplied; no payload borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE,DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE,DENSE-SHRINK-TO::SEQ-SHRINK-01::COMMON-NON-OD1::OOM_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-SHRINK-01-DENSE-SHRINK-TO-FIT	adapter<DENSE-SHRINK-TO-FIT>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; no payload borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-SHRINK-TO-FIT::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_NO_CHANGE,DENSE-SHRINK-TO-FIT::SEQ-SHRINK-01::COMMON-NON-OD1::SUCCESS_RELOCATE,DENSE-SHRINK-TO-FIT::SEQ-SHRINK-01::COMMON-NON-OD1::OOM_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-SPLICE-01-DENSE-EAGER-SPLICE	adapter<DENSE-EAGER-SPLICE>(move-or-borrow Transition<T>; BASE owner; PRODUCER owner; every yielded replacement owner) -> one exact registered outcome	BASE is valid; RANGE is checked; PRODUCER is finite and owned. Closed primitive dependencies: OD-1-RECOVERABLE-MUTATORS=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_RECOVERABLE,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY,OP-ATOMIC_TRANSITIONS-RETURN_FAILURE;OD-1-RESERVE-FIRST=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::SUCCESS_GROW,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::OOM_ABORT,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN,DENSE-EAGER-SPLICE::SEQ-SPLICE-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-SPLICE-01-DENSE-LAZY-SPLICE-EVIDENCE	adapter<DENSE-LAZY-SPLICE-EVIDENCE>(move-or-borrow Transition<T>; NONE) -> one exact registered outcome	A repair-bearing lazy splice surface is requested. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-LAZY-SPLICE-EVIDENCE::SEQ-SPLICE-01::COMMON-NON-OD1::EXCLUDED_NO_CALL	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-SPLIT-01-DENSE-SPLIT-OFF	adapter<DENSE-SPLIT-OFF>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; 0<=INDEX<=len; no incompatible borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::SUCCESS,DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::BOUNDS_TRAP,DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::CAPACITY_OVERFLOW_TRAP,DENSE-SPLIT-OFF::SEQ-SPLIT-01::COMMON-NON-OD1::OOM_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-TRUNCATE-01-DENSE-CLEAR	adapter<DENSE-CLEAR>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-MOVE_OUT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-CLEAR::SEQ-TRUNCATE-01::COMMON-NON-OD1::EMPTY_NO_CHANGE,DENSE-CLEAR::SEQ-TRUNCATE-01::COMMON-NON-OD1::ALL_VALUES_DESTROYED	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-TRUNCATE-01-DENSE-TRUNCATE	adapter<DENSE-TRUNCATE>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; NEW_LEN is supplied. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-MOVE_OUT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-TRUNCATE::SEQ-TRUNCATE-01::COMMON-NON-OD1::NO_CHANGE,DENSE-TRUNCATE::SEQ-TRUNCATE-01::COMMON-NON-OD1::SUFFIX_DESTROYED,DENSE-TRUNCATE::SEQ-TRUNCATE-01::COMMON-NON-OD1::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-TRY-RESERVE-01-DENSE-TRY-RESERVE	adapter<DENSE-TRY-RESERVE>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; ADDITIONAL is supplied; no payload borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW,DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW,DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::CAPACITY_ERROR_RETURN,DENSE-TRY-RESERVE::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::ALLOCATION_ERROR_RETURN	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-TRY-RESERVE-01-DENSE-TRY-RESERVE-EXACT	adapter<DENSE-TRY-RESERVE-EXACT>(move-or-borrow Transition<T>; BASE owner) -> one exact registered outcome	BASE is valid; ADDITIONAL is supplied; no payload borrow is live. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-INIT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-ALLOCATE_DIVERGENT,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_NO_GROW,DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::SUCCESS_GROW,DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::CAPACITY_ERROR_RETURN,DENSE-TRY-RESERVE-EXACT::SEQ-TRY-RESERVE-01::COMMON-NON-OD1::ALLOCATION_ERROR_RETURN	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-SEQ-VIEW-01-DENSE-OWNER-VIEW	adapter<DENSE-OWNER-VIEW>(move-or-borrow Transition<T>; Shared or unique BASE borrow) -> one exact registered outcome	BASE is valid and borrow mode is fixed. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-OWNER-VIEW::SEQ-VIEW-01::COMMON-NON-OD1::SUCCESS	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-BORROW-01-DENSE-OWNER-VIEW	adapter<DENSE-OWNER-VIEW>(move-or-borrow Transition<T>; Shared or unique BASE borrow) -> one exact registered outcome	BASE is valid and borrow mode is fixed. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-OWNER-VIEW::TRAIT-BORROW-01::COMMON-NON-OD1::SUCCESS	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
dense-contract-registry-v1	C-ATOMIC-TRANSITIONS	META-C-ATOMIC	META-DENSE-COMMON,META-DENSE-OD0-COMMON-SUBSTRATE,META-DENSE-OD4-SCOPED-CONSUME,META-C-ATOMIC	OP-ATOMIC_TRANSITIONS-ADAPTER-TRAIT-CLONE-01-DENSE-CLONE-FROM	adapter<DENSE-CLONE-FROM>(move-or-borrow Transition<T>; Live DST owners; borrowed SRC values) -> one exact registered outcome	DST and SRC have equal length; DST is uniquely borrowed and SRC is shared-borrowed. Closed primitive dependencies: COMMON-NON-OD1=OP-ATOMIC_TRANSITIONS-BEGIN,OP-ATOMIC_TRANSITIONS-MOVE_OUT,OP-ATOMIC_TRANSITIONS-RELOCATE,OP-ATOMIC_TRANSITIONS-DESTROY,OP-ATOMIC_TRANSITIONS-COMMIT,OP-ATOMIC_TRANSITIONS-EXIT_POLICY	Exactly one contract_id from: DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::SUCCESS,DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::BOUNDS_TRAP,DENSE-CLONE-FROM::TRAIT-CLONE-01::COMMON-NON-OD1::BEHAVIOR_ABORT	Exactly allocation_disposition of the selected contract_id.	Exactly borrow_invalidation of the selected contract_id.	Exactly fact_invalidation of the selected contract_id.	Exactly normal_exit_cleanup of the selected contract plus the candidate lifecycle row.	REFERENCE_ADAPTER_ONLY_CONSTRUCTION_NOT_AUTHORIZED
