performance_unit_id	contract_id	member_contract_id	outcome_id	cluster_id	policy_variant_id	profile_id	source_contract_status	source_contract_sha256	derivation_kind	disposition	representative_operation_gate_id	structural_gate_ids	functional_oracle_id	exact_reason	status
PERFUNIT-E8ED79773B9DE9EE1131	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.OOM_ABORT	TRAIT-EXTEND-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	e8ed79773b9de9ee113165dc702998a7941d40243c88e361d6d73fc7dd3e1b15	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::OOM_ABORT has frozen outcome OOM_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row e8ed79773b9de9ee113165dc702998a7941d40243c88e361d6d73fc7dd3e1b15.	FROZEN_PROTOCOL
PERFUNIT-597A91F33005BD7D1119	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.BEHAVIOR_ABORT	TRAIT-EXTEND-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	597a91f33005bd7d1119fbadf13a7ddaa1ef8a6ca175192bf07060fcc051ef8e	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 597a91f33005bd7d1119fbadf13a7ddaa1ef8a6ca175192bf07060fcc051ef8e.	FROZEN_PROTOCOL
PERFUNIT-FD30A27D446875777F80	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.SUCCESS_NO_GROW	TRAIT-EXTEND-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED	fd30a27d446875777f80bb353f22a1d67f0cfb35eceb4e3d72a69602357eb475	REPRESENTATIVE	TIMED_PRIMARY	OPG-A120B75D6D04E9986EF1	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row fd30a27d446875777f80bb353f22a1d67f0cfb35eceb4e3d72a69602357eb475.	FROZEN_PROTOCOL
PERFUNIT-98528D081E186339FDC0	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.SUCCESS_GROW	TRAIT-EXTEND-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED	98528d081e186339fdc0920d4f96e0f53ed2392926ea89367d61b87c0a9a25a3	REPRESENTATIVE	TIMED_PRIMARY	OPG-A120B75D6D04E9986EF1	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 98528d081e186339fdc0920d4f96e0f53ed2392926ea89367d61b87c0a9a25a3.	FROZEN_PROTOCOL
PERFUNIT-1FF2193793B6EF4C90A4	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.CAPACITY_ERROR_RETURN	TRAIT-EXTEND-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED	1ff2193793b6ef4c90a46eddfa1dc689ab08caaa119af9ba39002f6915a84f45	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN has frozen outcome CAPACITY_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 1ff2193793b6ef4c90a46eddfa1dc689ab08caaa119af9ba39002f6915a84f45.	FROZEN_PROTOCOL
PERFUNIT-E7F3CE69D64A0AFE2B9F	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.ALLOCATION_ERROR_RETURN	TRAIT-EXTEND-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED	e7f3ce69d64a0afe2b9f2aab72fededc82d1713d120847532844de473228025b	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN has frozen outcome ALLOCATION_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row e7f3ce69d64a0afe2b9f2aab72fededc82d1713d120847532844de473228025b.	FROZEN_PROTOCOL
PERFUNIT-7FC5D1E3920FA5CC8A48	DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	DENSE-EXTEND-ITER	DENSE-EXTEND-ITER.TRAIT-EXTEND-01.OUT.BEHAVIOR_ABORT	TRAIT-EXTEND-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	BLOCKED_UNTIL_UNKNOWN_LENGTH_RECOVERY_RULE_IS_OWNER_APPROVED	7fc5d1e3920fa5cc8a48431d71ecb473005ecaae20411a93c59cc05138df061b	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-ITER::TRAIT-EXTEND-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 7fc5d1e3920fa5cc8a48431d71ecb473005ecaae20411a93c59cc05138df061b.	FROZEN_PROTOCOL
PERFUNIT-2DDA274E3B39104245AE	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.SUCCESS_NO_GROW	SEQ-EXTEND-COPY-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	2dda274e3b39104245ae8e23443ef135b7f645b8c0d268118d0a427abc7a12eb	REPRESENTATIVE	TIMED_PRIMARY	OPG-2DB7FAD49FA28C5DFE54	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 2dda274e3b39104245ae8e23443ef135b7f645b8c0d268118d0a427abc7a12eb.	FROZEN_PROTOCOL
PERFUNIT-D7A9FA55F7B7DD59CBC1	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.SUCCESS_GROW	SEQ-EXTEND-COPY-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	d7a9fa55f7b7dd59cbc11604d2c49cf185c347ecc0d7e80bb68ad744604339d5	REPRESENTATIVE	TIMED_PRIMARY	OPG-2DB7FAD49FA28C5DFE54	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row d7a9fa55f7b7dd59cbc11604d2c49cf185c347ecc0d7e80bb68ad744604339d5.	FROZEN_PROTOCOL
PERFUNIT-FA1E68265FB0C36010A7	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.CAPACITY_OVERFLOW_TRAP	SEQ-EXTEND-COPY-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	fa1e68265fb0c36010a7981379f136bc0324bf47977cb1788991a8afe98f5879	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::CAPACITY_OVERFLOW_TRAP has frozen outcome CAPACITY_OVERFLOW_TRAP, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row fa1e68265fb0c36010a7981379f136bc0324bf47977cb1788991a8afe98f5879.	FROZEN_PROTOCOL
PERFUNIT-2E742C0A4373E6DBA964	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::OOM_ABORT	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.OOM_ABORT	SEQ-EXTEND-COPY-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	2e742c0a4373e6dba9641a565412a4d52a1f746416155d26ff8c7b18aded056f	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::OOM_ABORT has frozen outcome OOM_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row 2e742c0a4373e6dba9641a565412a4d52a1f746416155d26ff8c7b18aded056f.	FROZEN_PROTOCOL
PERFUNIT-C0B6CEB518A7D4AA9AEE	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.BEHAVIOR_ABORT	SEQ-EXTEND-COPY-01	OD-1-RESERVE-FIRST	OD1_MUTATOR	REQUIRED_IN_LOCK	c0b6ceb518a7d4aa9aee211638d0f689bcfbbb85e7b1e86cbedf752ac59fe159	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RESERVE-FIRST::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile OD1_MUTATOR, policy OD-1-RESERVE-FIRST, and source row c0b6ceb518a7d4aa9aee211638d0f689bcfbbb85e7b1e86cbedf752ac59fe159.	FROZEN_PROTOCOL
PERFUNIT-BD85F330E00E72A86808	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.SUCCESS_NO_GROW	SEQ-EXTEND-COPY-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	bd85f330e00e72a86808a4e1074142fff39e200ade4a990c892312b9a11c117b	REPRESENTATIVE	TIMED_PRIMARY	OPG-5C81C1023F70FA929D89	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_NO_GROW has frozen outcome SUCCESS_NO_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row bd85f330e00e72a86808a4e1074142fff39e200ade4a990c892312b9a11c117b.	FROZEN_PROTOCOL
PERFUNIT-E54F3AED644C28CD384C	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.SUCCESS_GROW	SEQ-EXTEND-COPY-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	e54f3aed644c28cd384c30fe847006cb36634082bfcf945db4bb91ee60df4578	REPRESENTATIVE	TIMED_PRIMARY	OPG-5C81C1023F70FA929D89	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::SUCCESS_GROW has frozen outcome SUCCESS_GROW, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row e54f3aed644c28cd384c30fe847006cb36634082bfcf945db4bb91ee60df4578.	FROZEN_PROTOCOL
PERFUNIT-CA5582D5E1E17A280E05	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.CAPACITY_ERROR_RETURN	SEQ-EXTEND-COPY-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	ca5582d5e1e17a280e05a8e20805853a6da99be4ccca35cb5049d5ea831aa4c4	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::CAPACITY_ERROR_RETURN has frozen outcome CAPACITY_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row ca5582d5e1e17a280e05a8e20805853a6da99be4ccca35cb5049d5ea831aa4c4.	FROZEN_PROTOCOL
PERFUNIT-37CB7FA9C938B3E02F07	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.ALLOCATION_ERROR_RETURN	SEQ-EXTEND-COPY-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	37cb7fa9c938b3e02f07c7766b9519c984f0de0aafc9c253e0e99cadc6803681	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::ALLOCATION_ERROR_RETURN has frozen outcome ALLOCATION_ERROR_RETURN, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 37cb7fa9c938b3e02f07c7766b9519c984f0de0aafc9c253e0e99cadc6803681.	FROZEN_PROTOCOL
PERFUNIT-2AC350DF145C41D6B58F	DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT	DENSE-EXTEND-WITHIN	DENSE-EXTEND-WITHIN.SEQ-EXTEND-COPY-01.OUT.BEHAVIOR_ABORT	SEQ-EXTEND-COPY-01	OD-1-RECOVERABLE-MUTATORS	OD1_MUTATOR	REQUIRED_IN_LOCK	2ac350df145c41d6b58fbcaa84dc07f22f7aade374163fae5f3ec9580268666a	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-EXTEND-WITHIN::SEQ-EXTEND-COPY-01::OD-1-RECOVERABLE-MUTATORS::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile OD1_MUTATOR, policy OD-1-RECOVERABLE-MUTATORS, and source row 2ac350df145c41d6b58fbcaa84dc07f22f7aade374163fae5f3ec9580268666a.	FROZEN_PROTOCOL
PERFUNIT-6821306CA94906904FC5	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS	DENSE-FILL-CLONE	DENSE-FILL-CLONE.VIEW-FILL-01.OUT.SUCCESS	VIEW-FILL-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	6821306ca94906904fc5ed3350be46a7406b9dbc60105f1de4cc532a52973eee	REPRESENTATIVE	TIMED_PRIMARY	OPG-945AB36A8CA986281B8C	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile BEHAVIOR, policy COMMON-NON-OD1, and source row 6821306ca94906904fc5ed3350be46a7406b9dbc60105f1de4cc532a52973eee.	FROZEN_PROTOCOL
PERFUNIT-F0A8052BB8EDEC1F7976	DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::BEHAVIOR_ABORT	DENSE-FILL-CLONE	DENSE-FILL-CLONE.VIEW-FILL-01.OUT.BEHAVIOR_ABORT	VIEW-FILL-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	f0a8052bb8edec1f79764baab440a0f174ee7cd9024d3b4e3c5b844e2fb6e304	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-FILL-CLONE::VIEW-FILL-01::COMMON-NON-OD1::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile BEHAVIOR, policy COMMON-NON-OD1, and source row f0a8052bb8edec1f79764baab440a0f174ee7cd9024d3b4e3c5b844e2fb6e304.	FROZEN_PROTOCOL
PERFUNIT-97B52B6DF72A353DBACB	DENSE-FILL-WITH::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS	DENSE-FILL-WITH	DENSE-FILL-WITH.VIEW-FILL-01.OUT.SUCCESS	VIEW-FILL-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	97b52b6df72a353dbacb3d48077aa6b84a1db6cfb855ee8b13aae7c6aeab12b8	REPRESENTATIVE	TIMED_PRIMARY	OPG-0C6E5D25D96AE28B0B29	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-FILL-WITH::VIEW-FILL-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile BEHAVIOR, policy COMMON-NON-OD1, and source row 97b52b6df72a353dbacb3d48077aa6b84a1db6cfb855ee8b13aae7c6aeab12b8.	FROZEN_PROTOCOL
PERFUNIT-76F91D90ED7ABC14646F	DENSE-FILL-WITH::VIEW-FILL-01::COMMON-NON-OD1::BEHAVIOR_ABORT	DENSE-FILL-WITH	DENSE-FILL-WITH.VIEW-FILL-01.OUT.BEHAVIOR_ABORT	VIEW-FILL-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	76f91d90ed7abc14646ffd741b838d743e75a1473b7fa475f76948b99dbe855b	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-FILL-WITH::VIEW-FILL-01::COMMON-NON-OD1::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile BEHAVIOR, policy COMMON-NON-OD1, and source row 76f91d90ed7abc14646ffd741b838d743e75a1473b7fa475f76948b99dbe855b.	FROZEN_PROTOCOL
PERFUNIT-BDFDD236D7554BFA412D	DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-EACH	DENSE-FIXED-EACH.ARR-EACH-01.OUT.SUCCESS	ARR-EACH-01	COMMON-NON-OD1	TOTAL_BORROW	REQUIRED_IN_LOCK	bdfdd236d7554bfa412dc8ba33390b4c7d099e67c5d0ea671ef092656039eb23	REPRESENTATIVE	TIMED_PRIMARY	OPG-FABD1D399A2E6E23898E	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-FIXED-EACH::ARR-EACH-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL_BORROW, policy COMMON-NON-OD1, and source row bdfdd236d7554bfa412dc8ba33390b4c7d099e67c5d0ea671ef092656039eb23.	FROZEN_PROTOCOL
PERFUNIT-13A8C4DEB91AEFAD6093	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-MAP	DENSE-FIXED-MAP.ARR-MAP-01.OUT.SUCCESS	ARR-MAP-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	13a8c4deb91aefad609305a61ecb0e04e96bc4f785d9c66096dd80700987fa4e	REPRESENTATIVE	TIMED_PRIMARY	OPG-685236208C2FDE668F78	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile BEHAVIOR, policy COMMON-NON-OD1, and source row 13a8c4deb91aefad609305a61ecb0e04e96bc4f785d9c66096dd80700987fa4e.	FROZEN_PROTOCOL
PERFUNIT-37ADB6D3E07BE3E3989D	DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::BEHAVIOR_ABORT	DENSE-FIXED-MAP	DENSE-FIXED-MAP.ARR-MAP-01.OUT.BEHAVIOR_ABORT	ARR-MAP-01	COMMON-NON-OD1	BEHAVIOR	REQUIRED_IN_LOCK	37adb6d3e07be3e3989d6e9750606c66475d3deb378d13fe81034ea05a88bb01	FUNCTIONAL	FUNCTIONAL_ONLY	NONE	NONE	DENSE-SOUNDNESS-EXACT-CONTRACT	Exact failure, rejection, trap, or abort outcome is covered by the exact soundness oracle and failure-injection gate; it is never pooled into successful timing. Contract DENSE-FIXED-MAP::ARR-MAP-01::COMMON-NON-OD1::BEHAVIOR_ABORT has frozen outcome BEHAVIOR_ABORT, profile BEHAVIOR, policy COMMON-NON-OD1, and source row 37adb6d3e07be3e3989d6e9750606c66475d3deb378d13fe81034ea05a88bb01.	FROZEN_PROTOCOL
PERFUNIT-E71BC5F7217810AC499A	DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS	DENSE-FIXED-VIEW	DENSE-FIXED-VIEW.ARR-VIEW-01.OUT.SUCCESS	ARR-VIEW-01	COMMON-NON-OD1	TOTAL_BORROW	REQUIRED_IN_LOCK	e71bc5f7217810ac499a4b3164e315f2df2dc596eeacfa0e9d9dbaf8ec57744b	REPRESENTATIVE	TIMED_PRIMARY	OPG-F4C798E1403FC0C39412	SG-EXACT-ORACLE,SG-OWNER-EVENTS,SG-ALLOCATION	NONE	Exact normal outcome is an independent same-shape Rust-floor representative; every target and workload shape keeps its own upper-ratio gate. Contract DENSE-FIXED-VIEW::ARR-VIEW-01::COMMON-NON-OD1::SUCCESS has frozen outcome SUCCESS, profile TOTAL_BORROW, policy COMMON-NON-OD1, and source row e71bc5f7217810ac499a4b3164e315f2df2dc596eeacfa0e9d9dbaf8ec57744b.	FROZEN_PROTOCOL
