obligation_id	record_kind	role	workload_or_operation	closure_owner_or_gate_stage	owner_lock_disposition	implicated_rebind_disposition	binding_kind	member_contract_id	outcome_id	control_or_witness_id	primary_canary_id	crosscut_canary_ids	canary_source_sha256	binding_authority
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-NEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-WITH-CAPACITY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-META	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-PUSH	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-POP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-INSERT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-REMOVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-OWNER-VIEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-ITER-SHARED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-DC88DBF5A2072719	WITNESS_REGISTRY	W	W-SMALL	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-DROP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-SMALL	C-FAIL	168e48377d490947ee3f4405dd2c4a30389563914cc545c9971b6b47883903a4	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-NEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-WITH-CAPACITY	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-INSERT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-REMOVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-EAGER-SPLICE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-OWNER-VIEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-7615F1476BDD8CB3	WITNESS_REGISTRY	W	W-GAP	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-DROP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	W-GAP	C-FAIL	016156929905830a79fa7ef3801f8dfa2074362abadcedf5c6996e9247d08f76	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-A4CCBFDF478B8A18	WITNESS_REGISTRY	W	W-PIPE	F-ITERATION	NOT_APPLICABLE_IMPLICATED_REBIND	EXCLUDED_BLOCKS_FAMILY_AND_FLOOR	CLAIM_BLOCKING_EXCLUSION	NONE	NONE	W-PIPE	W-PIPE	C-FAIL	2b7f2c5597feb8199d5bc229fe2b1f0f4a88be2289a05a7133181709d895169f	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-NEW	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-META	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-RESERVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-TRY-RESERVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-VIEW-GET-SHARED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-INSERT	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-REMOVE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-SORT-STABLE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-ITER-SHARED	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-67FE2A9275AEB661	WITNESS_REGISTRY	H	H-FLATSET	F-DENSE	REQUIRED_IN_LOCK	NOT_APPLICABLE_REOPENING_ONLY	MEMBER	DENSE-DROP	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	H-FLATSET	C-FAIL	656f66f3c46f4cc9c16a24d743c064f40e88e9f101f26461ec9a3103dec947b0	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-18F76731E67F32AB	WITNESS_REGISTRY	O	O-ROPE-UNIQUE	GATE-ROPE-POST-DENSE-ORDERED	NOT_APPLICABLE_REOPENING_ONLY	NOT_APPLICABLE_REOPENING_ONLY	NO_MEMBER_NOT_APPLICABLE_REOPENING_ONLY	NONE	NONE	O-ROPE-UNIQUE	O-ROPE-UNIQUE	C-FAIL	292eda38d8d5c17d321b4dde9b86b0f330a5f9589a031a4a8e3d8ea0d491fcca	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
G0-WITNESS-44D5EF1667A54B03	WITNESS_REGISTRY	O	O-LAZY-DRAIN	F-DENSE	OPTIONAL_NOT_PROMOTED	NOT_APPLICABLE_REOPENING_ONLY	EXCLUDED_MEMBER	DENSE-LAZY-DRAIN-EVIDENCE	BIND_FROM_DECLARATIVE_CONTRACT_REGISTRY	NONE	O-LAZY-DRAIN	C-FAIL	0d108b9b4c2efeb8662fe5d115b6d33b5281621fa5ccedb86eeadb78175ac5a3	EXACT_G0_ROLE_TO_DENSE_MEMBER_OR_CONTROL_ASSIGNMENT
