parent_evidence_identity	cluster_id	selector_kind	parent_value_sha256	child_ordinal	child_identity	child_kind	child_value	child_value_sha256	anchored_evidence_identity_ids	applicable_target_ids	f_dense_member_contract_ids	target_authority	member_authority	expansion_grammar
342f1117bc65fba78c0f1013429920ec4f90e078bcb582d6590d38655bbc0033	VIEW-CLONE-01	CLUSTER_SOURCE_REFS_SELECTOR	5a3fe9e25cdce9ee2459c252fdc371718ede0044b13a023c2d95eef22e42d4e2	1	caeae5357a409b35b9a7e90d10ab0b0cb19458972899cf0f0f8b33fc091daf6b	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice member=clone_from_slice	943a2e7c8b69a0e79e36402d0662b5959186d1288af25a4afc2295b78af4bae4	NONE	F-DENSE	DENSE-CLONE-FROM	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:2dae5d897a52824b38586b1285afbd7eeb2352cc784aee463e671b371082dede	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:2dae5d897a52824b38586b1285afbd7eeb2352cc784aee463e671b371082dede	DENSE-SELECTOR-EXPANSION-v4-CLOSED
342f1117bc65fba78c0f1013429920ec4f90e078bcb582d6590d38655bbc0033	VIEW-CLONE-01	CLUSTER_SOURCE_REFS_SELECTOR	5a3fe9e25cdce9ee2459c252fdc371718ede0044b13a023c2d95eef22e42d4e2	2	effaf90363271790f0a0cb4ef96ed52c51d601531fea784f8d1fec8734b13bc4	SELECTOR_CLAUSE	pinned Rust 1.97.0 library/core/src/slice/mod.rs:5602-5613. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries	6d686a01a6066d62ebb2d20be0328a8b046b5cdba7dbaae57a49b4ea21e23d56	NONE	F-DENSE	DENSE-CLONE-FROM	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:a319cd5fc338daa116bc3b3292b9b7d537e45eb464bb3b50b22412e9d8a17cda	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:a319cd5fc338daa116bc3b3292b9b7d537e45eb464bb3b50b22412e9d8a17cda	DENSE-SELECTOR-EXPANSION-v4-CLOSED
342f1117bc65fba78c0f1013429920ec4f90e078bcb582d6590d38655bbc0033	VIEW-CLONE-01	CLUSTER_SOURCE_REFS_SELECTOR	5a3fe9e25cdce9ee2459c252fdc371718ede0044b13a023c2d95eef22e42d4e2	3	21ee93d8bfa5dee22a8c062bdc709c473379c6b6c7d5ee4bf8ce5d3e91f9eb64	HELPER_CANARY	xlang_clone_source_effects	9126747e8ee6bb0e6e0c8eb46e9bacd920d52385d81ff81481ac24a020efd4b0	NONE	F-DENSE	DENSE-CLONE-FROM	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:6f1373906ecdd3388e6b593b88198f8ef1d392bbaf9feb1582417b412cd86107	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:6f1373906ecdd3388e6b593b88198f8ef1d392bbaf9feb1582417b412cd86107	DENSE-SELECTOR-EXPANSION-v4-CLOSED
342f1117bc65fba78c0f1013429920ec4f90e078bcb582d6590d38655bbc0033	VIEW-CLONE-01	CLUSTER_SOURCE_REFS_SELECTOR	5a3fe9e25cdce9ee2459c252fdc371718ede0044b13a023c2d95eef22e42d4e2	4	467834c5c17a79932bdc534568a709744d58093f7049fc156e953907220003cf	HELPER_CANARY	xlang_clone_helper_source_effects	ef866d56e4de2cfa87281e5702876fa97d15a527e337836143d5e91b5e7ef4c8	NONE	F-DENSE,F-RECURSIVE,F-SHARED	DENSE-CLONE-FROM	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:2c282dd8ffdfe88dcb6daf10b989a5eda77e357e9543859a7a5af57613bd9606	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:2c282dd8ffdfe88dcb6daf10b989a5eda77e357e9543859a7a5af57613bd9606	DENSE-SELECTOR-EXPANSION-v4-CLOSED
342f1117bc65fba78c0f1013429920ec4f90e078bcb582d6590d38655bbc0033	VIEW-CLONE-01	CLUSTER_SOURCE_REFS_SELECTOR	5a3fe9e25cdce9ee2459c252fdc371718ede0044b13a023c2d95eef22e42d4e2	5	db582ce927f2d1d8124f383f1adec42ce4e388de623ebd498b36d7d1036423b4	HELPER_CANARY	xlang_repeat_n_source_effects	0288bab2623c0a342aa16e8d7ac840816ab458c4a28927d5123a44a18e4bce6e	NONE	F-DENSE,F-ITERATION	DENSE-CLONE-FROM	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:02c11ae2c29ec911d5e3c827a6d61dea00d0e135c488abadef049f922be674d0	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:02c11ae2c29ec911d5e3c827a6d61dea00d0e135c488abadef049f922be674d0	DENSE-SELECTOR-EXPANSION-v4-CLOSED
aec1e433bb6beeab5da5bce6eb97156181d23671fa2bf5f40e2abe37d40a0331	VIEW-FILL-01	CLUSTER_RUST_SURFACES_SELECTOR	130324f7e75b216ce1d742bd1091971e3331a9ab67aeaa2e76a4057890cda9ed	1	95af39ea2d4a8ea29b1422ec0deafbd2e70e0c13e4061f7cef9035bebbdc8b9b	SELECTOR_CLAUSE	slice::fill	4f44f3e2d62edbd1bf5ec1d00672968e10cca2cd6f6cb8d24ce5257608b057eb	65d9d1e5661e18cd5be20d7a796f7ef3c53b4c37a62791dd6339c163faf70d27	F-DENSE	DENSE-FILL-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:8bf1f1411d94fa0a83afb8ef9d595f8b417bb18879c370e86532e535ebd71d6c	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:8bf1f1411d94fa0a83afb8ef9d595f8b417bb18879c370e86532e535ebd71d6c	DENSE-SELECTOR-EXPANSION-v4-CLOSED
aec1e433bb6beeab5da5bce6eb97156181d23671fa2bf5f40e2abe37d40a0331	VIEW-FILL-01	CLUSTER_RUST_SURFACES_SELECTOR	130324f7e75b216ce1d742bd1091971e3331a9ab67aeaa2e76a4057890cda9ed	2	9902c6ab6ba205a2f7dda5d5bc540a4197951b8c71a07fd27d05d162b7a0f044	SELECTOR_CLAUSE	slice::fill_with	a7d53b2839b6174b25a4b21843f9fc7d0090e0bd4fc8b2dacd407c7e28bf862b	85d8dc01c4945aa034de9daaebace0a6c88a428d26e3cfa253267c5593527746	F-DENSE	DENSE-FILL-WITH	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:8c9f785fd2d676d8e82257bbf5078fd18d8c2e0bec2ed3b5946515c4f3c9c2da	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:8c9f785fd2d676d8e82257bbf5078fd18d8c2e0bec2ed3b5946515c4f3c9c2da	DENSE-SELECTOR-EXPANSION-v4-CLOSED
d936ea7ee8feccdaeb4943096a5be887475093d0393b1e8501d022964a4766af	VIEW-FILL-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	646a8e20efe7e666797184787e6f6b87033b6fed785ac41bdefc779670bb5ddf	1	2de0c42ca3f64682a75d8e08565f9484c3021d289812373369caa434f8a140a3	SELECTOR_CLAUSE	Pinned Rust general fill uses clone_from on the nonfinal prefix and moves the seed into the last slot	7a4017d82108127114beb1a0e47f869813ee98801facb25e8111ba075a740078	NONE	F-DENSE	DENSE-FILL-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:c3f7717630c0f55ea5d3bbbe2c025c5dd37a42925dbe29affc55003cba0a7281	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:c3f7717630c0f55ea5d3bbbe2c025c5dd37a42925dbe29affc55003cba0a7281	DENSE-SELECTOR-EXPANSION-v4-CLOSED
d936ea7ee8feccdaeb4943096a5be887475093d0393b1e8501d022964a4766af	VIEW-FILL-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	646a8e20efe7e666797184787e6f6b87033b6fed785ac41bdefc779670bb5ddf	2	454c2e6145e341450558cbc0c0cfc07b71c0964b8d0f27d2fde3adf955b55d52	SELECTOR_CLAUSE	fill_with evaluates its producer before each replacement	9d4ee7c204d78d920425293b3f973590b66cf6dde26a19caeec2355941075c4e	NONE	F-DENSE	DENSE-FILL-WITH	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:5d9012ab6392c44e2a5e3a3940fc7744107d17513e1b92667f0d62c90e10cddd	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:5d9012ab6392c44e2a5e3a3940fc7744107d17513e1b92667f0d62c90e10cddd	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ce8d570a87cb077b9010ae1417821cab911c6aa628658c5f70ff6d20f85d7c3d	VIEW-FILL-01	CLUSTER_SOURCE_REFS_SELECTOR	e1adff862c0ba858184ad1b6b90048405d7616561c47a3529ca9058ae124c315	1	9d71f2b3de2d1b1f9664f741c6610021ea655160658fabb914dbea686b48c5c9	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=fill,fill_with	c4cd936a76a2d5c854192b472418cdb33d77a7e7200f659f63d54d1bcf29952c	NONE	F-DENSE	DENSE-FILL-CLONE,DENSE-FILL-WITH	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:031faf8dca986e50a853dc30d8246b2c88746acc03a6baf2d6eb09d04682fb09	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:031faf8dca986e50a853dc30d8246b2c88746acc03a6baf2d6eb09d04682fb09	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ce8d570a87cb077b9010ae1417821cab911c6aa628658c5f70ff6d20f85d7c3d	VIEW-FILL-01	CLUSTER_SOURCE_REFS_SELECTOR	e1adff862c0ba858184ad1b6b90048405d7616561c47a3529ca9058ae124c315	2	d77e6ea68bf79be011fbe9cb4243182911e0040c1f9b208a22296c4c2a4e444b	SELECTOR_CLAUSE	pinned Rust 1.97.0 library/core/src/slice/specialize.rs:8-17 and library/core/src/slice/mod.rs:4167-4197. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries	737fabe86763b55c4526a4ed3dc880397bae2f940cbeafc0b9d0e95c13f7e8d7	NONE	F-DENSE	DENSE-FILL-CLONE,DENSE-FILL-WITH	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:ea7f001ee1fff27b3687422fd09e1117b2f452d6053f4b22283a3544756d9ae6	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:ea7f001ee1fff27b3687422fd09e1117b2f452d6053f4b22283a3544756d9ae6	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ce8d570a87cb077b9010ae1417821cab911c6aa628658c5f70ff6d20f85d7c3d	VIEW-FILL-01	CLUSTER_SOURCE_REFS_SELECTOR	e1adff862c0ba858184ad1b6b90048405d7616561c47a3529ca9058ae124c315	3	05421fda1b89bbb3cb1461311758cbd34b5f4eb1da69ba658175b72fe9c82246	HELPER_CANARY	xlang_clone_source_effects	9126747e8ee6bb0e6e0c8eb46e9bacd920d52385d81ff81481ac24a020efd4b0	NONE	F-DENSE	DENSE-FILL-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:875d433c94fe49d369de3efb67d9d080bc696197e016e23d2fbada49813c7fcb	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:875d433c94fe49d369de3efb67d9d080bc696197e016e23d2fbada49813c7fcb	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ce8d570a87cb077b9010ae1417821cab911c6aa628658c5f70ff6d20f85d7c3d	VIEW-FILL-01	CLUSTER_SOURCE_REFS_SELECTOR	e1adff862c0ba858184ad1b6b90048405d7616561c47a3529ca9058ae124c315	4	c3408384b8558658d14b6808af36747cc51f30358ffcd3a071ada48845fbe555	HELPER_CANARY	xlang_clone_helper_source_effects	ef866d56e4de2cfa87281e5702876fa97d15a527e337836143d5e91b5e7ef4c8	NONE	F-DENSE,F-RECURSIVE,F-SHARED	DENSE-FILL-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:8d68ce675eb2bdaa8c3eac8cf1d2b6ee1bde1a3ab57f025ef72180d1f2d44960	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:8d68ce675eb2bdaa8c3eac8cf1d2b6ee1bde1a3ab57f025ef72180d1f2d44960	DENSE-SELECTOR-EXPANSION-v4-CLOSED
ce8d570a87cb077b9010ae1417821cab911c6aa628658c5f70ff6d20f85d7c3d	VIEW-FILL-01	CLUSTER_SOURCE_REFS_SELECTOR	e1adff862c0ba858184ad1b6b90048405d7616561c47a3529ca9058ae124c315	5	4d933719c21892c0d6153bcdbdc15dfbaeba45deba740812ef094736dbd1c525	HELPER_CANARY	xlang_repeat_n_source_effects	0288bab2623c0a342aa16e8d7ac840816ab458c4a28927d5123a44a18e4bce6e	NONE	F-DENSE,F-ITERATION	DENSE-FILL-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:3eb68f57cd26d8d3c96ad1e5d342714148fa8493b7c6c1b28d33a4ab1ce73ade	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:3eb68f57cd26d8d3c96ad1e5d342714148fa8493b7c6c1b28d33a4ab1ce73ade	DENSE-SELECTOR-EXPANSION-v4-CLOSED
db4d79bf1fcb3b7c6a3008d2b2d88058a9ef2fc86aa93773e3535424418c295f	VIEW-ALLOC-01	CLUSTER_RUST_SURFACES_SELECTOR	d8b074bfc65177b0bbea171c53695e0be4c61a5528aad8db215e510b2c0f19e4	1	ccd39b096771ee23a0d00d445036aacfeaefee779475b069e27e6b1920cf0939	SELECTOR_CLAUSE	slice::to_vec	f6f5858be6f2b9e15f522381f424ccda929f34b901a58a439d35adc204e0f9be	2ab688787401e7ddd91185755a549a79f9d2c8c27f7dfc16df4ad4d58cc77523	F-DENSE	DENSE-FRESH-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:31d06b89650598be0f4c0ccd055c14ef97b7e1fa163d4888d29a85ebd55be8fa	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:31d06b89650598be0f4c0ccd055c14ef97b7e1fa163d4888d29a85ebd55be8fa	DENSE-SELECTOR-EXPANSION-v4-CLOSED
db4d79bf1fcb3b7c6a3008d2b2d88058a9ef2fc86aa93773e3535424418c295f	VIEW-ALLOC-01	CLUSTER_RUST_SURFACES_SELECTOR	d8b074bfc65177b0bbea171c53695e0be4c61a5528aad8db215e510b2c0f19e4	2	7b409381f34978c873383ff8df58eb973bdd4f0c615c305d98dc85cd03e9b223	SELECTOR_CLAUSE	slice::into_vec	febfcf01298f8516fbb6b8eb4387cc959e0f2f4436d0e260b1c39213a32ffb82	3d0c2598313d233a15cc40a4594a6d40a686d01c632afdf1385a3073653dbc83	F-DENSE	DENSE-INTO-OWNER	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:ddae263a14d8fd29ec20ab5e2f7cc39044c428b71bfc2955ca696b62babfc5be	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:ddae263a14d8fd29ec20ab5e2f7cc39044c428b71bfc2955ca696b62babfc5be	DENSE-SELECTOR-EXPANSION-v4-CLOSED
d55278ec0572cb52fa3afe3f19714e7302f65494350346998436917d25f1e3e8	VIEW-ALLOC-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	f879dc9da7ecf402bdd5b1b7bb5992816b5357712c6f83ec1548e440159aea8c	1	04ac5a351a838df52a11bdeede1e1846afbcd4472e5d680e06532db80a1ed7f7	SELECTOR_CLAUSE	Safe API uses allocation and raw ownership conversion internally	f879dc9da7ecf402bdd5b1b7bb5992816b5357712c6f83ec1548e440159aea8c	NONE	F-DENSE	DENSE-FRESH-CLONE,DENSE-INTO-OWNER	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:813081fb20f274bc741c4729ee99b18d75cf7d0b6dc62b0e3d15a444cb4d0258	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:813081fb20f274bc741c4729ee99b18d75cf7d0b6dc62b0e3d15a444cb4d0258	DENSE-SELECTOR-EXPANSION-v4-CLOSED
a71974942ae01a61dc914b849fe97018c47a44db1c8f7e5abea6859304fd244a	VIEW-ALLOC-01	CLUSTER_SOURCE_REFS_SELECTOR	b27971113e0c036c2ad2bf0f2167d99c01c9c2116ba0907b55f01a0f3c1833c7	1	c0b1a026acd4122d9504ed09e271b122b7f5b10d11126ff4e597c49609d85923	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=to_vec,into_vec	13fb569cd0d516c0055ba1f965e82a1aeb3d0ca8f4c62c0fde88bbed2ca8550b	NONE	F-DENSE	DENSE-FRESH-CLONE,DENSE-INTO-OWNER	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:9e1b54878a1a589cb1dfea165322cb7ad36f030662d4c8ffa3542a73f27e6377	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:9e1b54878a1a589cb1dfea165322cb7ad36f030662d4c8ffa3542a73f27e6377	DENSE-SELECTOR-EXPANSION-v4-CLOSED
a71974942ae01a61dc914b849fe97018c47a44db1c8f7e5abea6859304fd244a	VIEW-ALLOC-01	CLUSTER_SOURCE_REFS_SELECTOR	b27971113e0c036c2ad2bf0f2167d99c01c9c2116ba0907b55f01a0f3c1833c7	2	f6a27b609bd32a02beeae3d5dfa3e9520b497f3f434e495505ec3300801987a3	SELECTOR_CLAUSE	pinned Rust 1.97.0 library/alloc/src/slice.rs:394-433,476-482. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries	ead550b23bb3548a3bd6ce562a261bf23b0c049b7a99b04a890215f4076ce0fb	NONE	F-DENSE	DENSE-FRESH-CLONE,DENSE-INTO-OWNER	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:bd7e34c3eb328e735c0170ed54e35dc49ac20925b34a8cb8c71a66a5442e8b59	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:bd7e34c3eb328e735c0170ed54e35dc49ac20925b34a8cb8c71a66a5442e8b59	DENSE-SELECTOR-EXPANSION-v4-CLOSED
a71974942ae01a61dc914b849fe97018c47a44db1c8f7e5abea6859304fd244a	VIEW-ALLOC-01	CLUSTER_SOURCE_REFS_SELECTOR	b27971113e0c036c2ad2bf0f2167d99c01c9c2116ba0907b55f01a0f3c1833c7	3	5df9398015d843a88a276ec8bd50b5af2b20aa2e0804c8fb84213301dfbf02a8	HELPER_CANARY	xlang_clone_source_effects	9126747e8ee6bb0e6e0c8eb46e9bacd920d52385d81ff81481ac24a020efd4b0	NONE	F-DENSE	DENSE-FRESH-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:3cc5d5a2835e1bd841bc3c794d2d2422908a7176063aaf5a2e30270da32d876e	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:3cc5d5a2835e1bd841bc3c794d2d2422908a7176063aaf5a2e30270da32d876e	DENSE-SELECTOR-EXPANSION-v4-CLOSED
a71974942ae01a61dc914b849fe97018c47a44db1c8f7e5abea6859304fd244a	VIEW-ALLOC-01	CLUSTER_SOURCE_REFS_SELECTOR	b27971113e0c036c2ad2bf0f2167d99c01c9c2116ba0907b55f01a0f3c1833c7	4	43c0e7d558ba9ec49a7abf1183462d01af5dd54446a2109b1018c4c52e9f7e10	HELPER_CANARY	xlang_clone_helper_source_effects	ef866d56e4de2cfa87281e5702876fa97d15a527e337836143d5e91b5e7ef4c8	NONE	F-DENSE,F-RECURSIVE,F-SHARED	DENSE-FRESH-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:aef28ae61307f6d45b7cd52599aa7f74a29ccfee1126d0e8e6385b54eab6bf18	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:aef28ae61307f6d45b7cd52599aa7f74a29ccfee1126d0e8e6385b54eab6bf18	DENSE-SELECTOR-EXPANSION-v4-CLOSED
a71974942ae01a61dc914b849fe97018c47a44db1c8f7e5abea6859304fd244a	VIEW-ALLOC-01	CLUSTER_SOURCE_REFS_SELECTOR	b27971113e0c036c2ad2bf0f2167d99c01c9c2116ba0907b55f01a0f3c1833c7	5	276a78ee1e323ec30cf09d943e7e7e5083c73311a3234ef481d1fc1fe7e66937	HELPER_CANARY	xlang_repeat_n_source_effects	0288bab2623c0a342aa16e8d7ac840816ab458c4a28927d5123a44a18e4bce6e	NONE	F-DENSE,F-ITERATION	DENSE-FRESH-CLONE	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:f4b1b002a34c09ab7a22549533b555f06fbd44b2c1242e1a7edd688c5ebd6545	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:f4b1b002a34c09ab7a22549533b555f06fbd44b2c1242e1a7edd688c5ebd6545	DENSE-SELECTOR-EXPANSION-v4-CLOSED
0634d4c4ff403fa39d5caf8e49a45015727bb14ec0b24448e83a0a9c98b9df98	VIEW-CONCAT-01	CLUSTER_RUST_SURFACES_SELECTOR	11379221e7ca5138c7e6c4864b0fff58110bc013050c315bd499456c673ec99d	1	8f56ec51ba0a2e3939787ab570c61cfeacac3d5b5a9f2d4eddb3c859681b85bb	SELECTOR_CLAUSE	slice::concat	4436f887541a63b5169522b60fb187a8dfbbb2b843b8aff35108851ca09df897	c389dee23ee823c0d5852ea6a8764d8939ffb072e55a805391a58cf0d3e76a5f	F-DENSE	DENSE-CONCAT	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:736dadc408006ab4f040940c7c5a89226b5ec4e7277bbeefa2e79c0e6b0cdb07	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:736dadc408006ab4f040940c7c5a89226b5ec4e7277bbeefa2e79c0e6b0cdb07	DENSE-SELECTOR-EXPANSION-v4-CLOSED
0634d4c4ff403fa39d5caf8e49a45015727bb14ec0b24448e83a0a9c98b9df98	VIEW-CONCAT-01	CLUSTER_RUST_SURFACES_SELECTOR	11379221e7ca5138c7e6c4864b0fff58110bc013050c315bd499456c673ec99d	2	81efe1cbc69e141b01ce9f9194bf711bdcc5e90331f3b025c6f0b60a4719adca	SELECTOR_CLAUSE	slice::join	b950921ddaee5972ae6733b33d9ddc366823d3dbc4de8fddd06fff1d49e0d190	d82d6869bda24dfaf42138322a9e05e6e1e37db79710b7de3e028ece307c61f8	F-DENSE	DENSE-JOIN	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:46b051d6fcacde0ff2659a116efa671062673d4a705d62c1fcffff02781eab9b	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:46b051d6fcacde0ff2659a116efa671062673d4a705d62c1fcffff02781eab9b	DENSE-SELECTOR-EXPANSION-v4-CLOSED
0634d4c4ff403fa39d5caf8e49a45015727bb14ec0b24448e83a0a9c98b9df98	VIEW-CONCAT-01	CLUSTER_RUST_SURFACES_SELECTOR	11379221e7ca5138c7e6c4864b0fff58110bc013050c315bd499456c673ec99d	3	6d69acfef7d400979d8323fafcd9712eb9dff1f4b4a0a66fbafdd9393164bf57	SELECTOR_CLAUSE	slice::connect	332dcc648b07804aec291e4c8f3fa379c28de76b25649e731780760ac2763134	39eaa5550ac5dee69e5e6fddd0b67bbbb80fa65bbcc7602b9da051d668113910	F-DENSE	DENSE-JOIN	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:963fbfbea825a720cc4487fadfdc03976cf1f3e39e24012c701328ab22237e48	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:963fbfbea825a720cc4487fadfdc03976cf1f3e39e24012c701328ab22237e48	DENSE-SELECTOR-EXPANSION-v4-CLOSED
0634d4c4ff403fa39d5caf8e49a45015727bb14ec0b24448e83a0a9c98b9df98	VIEW-CONCAT-01	CLUSTER_RUST_SURFACES_SELECTOR	11379221e7ca5138c7e6c4864b0fff58110bc013050c315bd499456c673ec99d	4	8892f2414ef4bb63ed14eab873076e56fb968b9f57ca4f3bea0fbde5894a344b	SELECTOR_CLAUSE	slice::repeat	f36780d9415754d22402013053ea8d799cf9e5cb39e4d9e433f0cc26d02ffb4c	26fd6d511aab45bae09873f972a7e41f57f153f3a047ec8a7e55a2716b4fbc85	F-DENSE	DENSE-REPEAT	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:a66b760982bdd0ad544488dfb3004a33e5d6879017e74bf3430775e7682c195f	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:a66b760982bdd0ad544488dfb3004a33e5d6879017e74bf3430775e7682c195f	DENSE-SELECTOR-EXPANSION-v4-CLOSED
cd425aaa6aa15b29e02e7536ddec1c5be3336f72f62055f598704d755b366bc6	VIEW-CONCAT-01	CLUSTER_IMPLEMENTATION_PRIVILEGE_SELECTOR	1c909a8ca47d4dc22a9746b3b570c5652a0f62de6367a379224d674b3ad04d9c	1	bd4b58b2a49f687b9d2445b54d71c845d33ebb98c9bb4b7321c0abbd9ca0d375	SELECTOR_CLAUSE	Safe API uses reserve, partial initialization, and bulk copy/clone	1c909a8ca47d4dc22a9746b3b570c5652a0f62de6367a379224d674b3ad04d9c	NONE	F-DENSE	DENSE-CONCAT,DENSE-JOIN,DENSE-REPEAT	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:bcd66c9d4cd3e4784e3abc8c33a7a1ed426121783f30860104ce0016da56a7b6	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:bcd66c9d4cd3e4784e3abc8c33a7a1ed426121783f30860104ce0016da56a7b6	DENSE-SELECTOR-EXPANSION-v4-CLOSED
67ca4e8eb67036179380a6e81e8dadc655854933dd8da5ac06e355d7a91c9543	VIEW-CONCAT-01	CLUSTER_SOURCE_REFS_SELECTOR	d08d0b668ed99b20bc61cc60efc8faac73b76d061229d5ab93e99b28dc545470	1	acc052d8d8b594a2fe2d1f5081cfc5269b42344e23fb54a963ea1e10eb78937e	SELECTOR_CLAUSE	RUST-1.97.0-API-INVENTORY.tsv item_path=std::slice members=concat,join,connect,repeat	a89c71946945ae92c36e99ee24f6805b49506136e4d0f416b70cfbe35f162f22	NONE	F-DENSE	DENSE-CONCAT,DENSE-JOIN,DENSE-REPEAT	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:9e3d783888335864d8e9139b478245042be2d831ec2f3b6601c426503f4826bc	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:9e3d783888335864d8e9139b478245042be2d831ec2f3b6601c426503f4826bc	DENSE-SELECTOR-EXPANSION-v4-CLOSED
67ca4e8eb67036179380a6e81e8dadc655854933dd8da5ac06e355d7a91c9543	VIEW-CONCAT-01	CLUSTER_SOURCE_REFS_SELECTOR	d08d0b668ed99b20bc61cc60efc8faac73b76d061229d5ab93e99b28dc545470	2	8077e954feb84884105119bb1015917dce4127700a4ce6904ff8086842f136a6	SELECTOR_CLAUSE	pinned Rust 1.97.0 library/alloc/src/slice.rs:509-512,725-780 Copy repeat and Clone concat/join branches. pinned Rust 1.97.0 library/core/src/clone.rs:194-250,506-562. compiled temporary xlang_clone_source_effects, xlang_clone_helper_source_effects, and xlang_repeat_n_source_effects canaries	9eef7094eb515952d5f791f11635579a12b9ff03f3451c5bd15c25f942e44b42	NONE	F-DENSE	DENSE-CONCAT,DENSE-JOIN,DENSE-REPEAT	EXACT_CLOSED_CHILD_TARGET_ASSIGNMENT:aadabb31ecaa3e33d87d5962a4ae686626813c0b4e8652cf56bda6ae2e5c5b86	EXACT_CLOSED_CHILD_MEMBER_ASSIGNMENT:aadabb31ecaa3e33d87d5962a4ae686626813c0b4e8652cf56bda6ae2e5c5b86	DENSE-SELECTOR-EXPANSION-v4-CLOSED
