impl_key	selection_family	owning_contract_ids	trait_path	trait_application	implementer	impl_signature	associated_bindings	required_method_shapes	stability	stable_since	stable_surface_reachable	stable_surface_note	ownership_shape	rustdoc_identity	rustdoc_aliases	source_identity	source_snippet_sha256
0c938e47f7c6352375a0403fddd99db8826bf9c7a77748b5635dd0e32a3cab4c	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq<[U]>	[T; N]where T: PartialEq<U>,	impl<T, U, const N: usize> PartialEq<[U]> for [T; N]where T: PartialEq<U>,	NONE	fn eq(&self, other: &[U]) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-PartialEq%3C%5BU%5D%3E-for-%5BT;+N%5D	core/primitive.slice.html#impl-PartialEq%3C%5BU%5D%3E-for-%5BT;+N%5D	library/core/src/array/equality.rs:21-39	0b7536ccce339d486a6ee9732e13a1d714a251e0590fbb706c87324cca6baf4e
32e69b25ab5a79b1955d4e9b936dd5c4c853b87f5569a2edd713102406f2c6a3	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq<[U]>	[T]where T: PartialEq<U>,	impl<T, U> PartialEq<[U]> for [T]where T: PartialEq<U>,	NONE	fn eq(&self, other: &[U]) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.slice.html#impl-PartialEq%3C%5BU%5D%3E-for-%5BT%5D	NONE	library/core/src/slice/cmp.rs:14-29	a0a6b9b40f78f88a7a1988e0563a8e2df074d63320f9f6a8b40cc910bcb22fec
9f324b120a22bd9ab6312bc27607fc2a068b29327060cb1777229462c5baa43d	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq	Rc<T, A>	impl<T: ?Sized + PartialEq, A: Allocator> PartialEq for Rc<T, A>	NONE	fn eq(&self, other: &Rc<T, A>) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-PartialEq-for-Rc%3CT,+A%3E	NONE	library/alloc/src/rc.rs:2641-2686	1721f5c6883efe598b29e05178fb9b1377e05558f7dfbad4340eea99a40dacb2
8dc5e6c30878cd0845f5e52fe4952c7d95844c3896e0389a6e3569a2d467aa9a	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq	BTreeSet<T, A>	impl<T: PartialEq, A: Allocator + Clone> PartialEq for BTreeSet<T, A>	NONE	fn eq(&self, other: &BTreeSet<T, A>) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_set/struct.BTreeSet.html#impl-PartialEq-for-BTreeSet%3CT,+A%3E	NONE	library/alloc/src/collections/btree/set.rs:93-97	e2991c7df8b85339a6058a8d38109feb50336f01178421b2fcb21acf7cb3177c
196b387bf4acbfe73f417f59e2d283db2ca236da76799e2c8e78cb9b61277f47	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq	LinkedList<T, A>	impl<T: PartialEq, A: Allocator> PartialEq for LinkedList<T, A>	NONE	fn eq(&self, other: &Self) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/linked_list/struct.LinkedList.html#impl-PartialEq-for-LinkedList%3CT,+A%3E	NONE	library/alloc/src/collections/linked_list.rs:2126-2134	156130396ca12740acae87ed8e9c2351e67aac6238db21c027101ae1e4757885
55ebcd42a96d947dc1503f30864ee1fa5322dcb36b3a9b28ef3b9c6fc9cc2b87	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialEq	PartialEq	VecDeque<T, A>	impl<T: PartialEq, A: Allocator> PartialEq for VecDeque<T, A>	NONE	fn eq(&self, other: &Self) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/vec_deque/struct.VecDeque.html#impl-PartialEq-for-VecDeque%3CT,+A%3E	NONE	library/alloc/src/collections/vec_deque/mod.rs:3730-3766	4a86d182ced49f6f873a789d7db3e55ea378e41ae8b8e8fe9a7fe2b83c723227
7c569e9025f6ac80e7f90596e61c198824dc8435042144d0c46c6c4191ed8285	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	String	impl PartialOrd for String	NONE	fn partial_cmp(&self, other: &String) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-PartialOrd-for-String	NONE	library/alloc/src/string.rs:350-350	1193f35f8f94d834eab20eb4cc417f89e6d231df3d7597f1c5eb25e26315dea6
cb4878cf58d4e3d2dc75015050530ea1e8c9ee33bac30f0ae8f87d91d0d95066	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	str	impl PartialOrd for str	NONE	fn partial_cmp(&self, other: &str) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.str.html#impl-PartialOrd-for-str	NONE	library/core/src/str/traits.rs:46-51	40cfc5645c23922d0b2a4bb5be0514335cd751d7a460da18fb55ab8a192f5615
b90bcb7a17daed9634e90948a58295e9a224b308aef8064d370620521f4bf352	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	BTreeMap<K, V, A>	impl<K: PartialOrd, V: PartialOrd, A: Allocator + Clone> PartialOrd for BTreeMap<K, V, A>	NONE	fn partial_cmp(&self, other: &BTreeMap<K, V, A>) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_map/struct.BTreeMap.html#impl-PartialOrd-for-BTreeMap%3CK,+V,+A%3E	NONE	library/alloc/src/collections/btree/map.rs:2615-2620	74fe6572b4812e70c1abb9d9467af25fc8912bdeaf6a2914ec9ff198dd138e9f
94c4796573439e9f5eae6e24d7202058b6c7828246b9a268301feb971e5a5d05	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd<Vec<T, A2>>	Vec<T, A1>where T: PartialOrd, A1: Allocator, A2: Allocator,	impl<T, A1, A2> PartialOrd<Vec<T, A2>> for Vec<T, A1>where T: PartialOrd, A1: Allocator, A2: Allocator,	NONE	fn partial_cmp(&self, other: &Vec<T, A2>) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/vec/struct.Vec.html#impl-PartialOrd%3CVec%3CT,+A2%3E%3E-for-Vec%3CT,+A1%3E	NONE	library/alloc/src/vec/mod.rs:4254-4264	6b086351a84e83dafe0db97ebc06a8e4663c4a0d3de9b7540d954a1dba2b7cd4
c1bad803160b077b734f9a43a47ee0a9e17e11d6bb12ae01a62dc2e2f8f283ba	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	Rc<T, A>	impl<T: ?Sized + PartialOrd, A: Allocator> PartialOrd for Rc<T, A>	NONE	fn partial_cmp(&self, other: &Rc<T, A>) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-PartialOrd-for-Rc%3CT,+A%3E	NONE	library/alloc/src/rc.rs:2692-2783	f6cbd588d990d602cea32d1af0024d1e30e7f6d25f1b6b3c7d41815fc6ed4ec7
d18e615795e31c4223fad418c6dd055f3b0ca52a822032ac0ee32e2bdc0f5adf	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	BTreeSet<T, A>	impl<T: PartialOrd, A: Allocator + Clone> PartialOrd for BTreeSet<T, A>	NONE	fn partial_cmp(&self, other: &BTreeSet<T, A>) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_set/struct.BTreeSet.html#impl-PartialOrd-for-BTreeSet%3CT,+A%3E	NONE	library/alloc/src/collections/btree/set.rs:103-107	9685c64e094ba68eb2a0470c6970e04ec2d4b41cb1a14058101b3d0d4a14fd4f
b1226e524e7a8e49d8f82dd79ad2d56fd414a4f4591b4263eaac346788defcc6	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	LinkedList<T, A>	impl<T: PartialOrd, A: Allocator> PartialOrd for LinkedList<T, A>	NONE	fn partial_cmp(&self, other: &Self) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/linked_list/struct.LinkedList.html#impl-PartialOrd-for-LinkedList%3CT,+A%3E	NONE	library/alloc/src/collections/linked_list.rs:2140-2144	ee63aa8eecb0b9159e7fb89fe6d776e70f6437fb62b6c0f7ab5040c3cd8e8e4d
a27a151a99a7f57c1961a1ef9001d40a3b7420169f36c74ee83f80411f46aaf6	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	VecDeque<T, A>	impl<T: PartialOrd, A: Allocator> PartialOrd for VecDeque<T, A>	NONE	fn partial_cmp(&self, other: &Self) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/vec_deque/struct.VecDeque.html#impl-PartialOrd-for-VecDeque%3CT,+A%3E	NONE	library/alloc/src/collections/vec_deque/mod.rs:3779-3783	4a271cc61ea59b49660c87a6e1d021c5801e1512e6a85bd5cdc0f0c16b52825a
706d567bcd2d03c004b4dc7768468584645f05c547a08983522517e53fd12e07	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	[T; N]	impl<T: PartialOrd, const N: usize> PartialOrd for [T; N]	NONE	fn partial_cmp(&self, other: &[T; N]) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-PartialOrd-for-%5BT;+N%5D	NONE	library/core/src/array/mod.rs:410-431	7ddf17d09593495c27926c7ac666679573df12be23884e134dbe143b92016918
b2aa9e50a2d684520fcfa62a26776cd1cd3bafe8aca215575a986818622e507e	COMPARISON_HASH	TRAIT-CMP-01	core::cmp::PartialOrd	PartialOrd	[T]	impl<T: PartialOrd> PartialOrd for [T]	NONE	fn partial_cmp(&self, other: &[T]) -> Option<Ordering>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.slice.html#impl-PartialOrd-for-%5BT%5D	NONE	library/core/src/slice/cmp.rs:58-103	446e9ce1258851953250909f696cf8d17540e0d87439f7dd06a4d89d51113cd5
f1512194633932a094616e9bd0d8da1b46a62b96849a648b04229f30102bfefe	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	String	impl Hash for String	NONE	fn hash<H: Hasher>(&self, hasher: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-Hash-for-String	NONE	library/alloc/src/string.rs:2738-2743	18919b0bc309bcd9b27c0c14922d13423ea218d912085c9e5bef8a19cc3bb9ed
b3c8ce2a522834e2fa5b39ff161402a57b623b7d850be861b8ec17abc3f61a0f	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	str	impl Hash for str	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.str.html#impl-Hash-for-str	NONE	library/core/src/hash/mod.rs:862-867	635dead9dcd4395b6015edfcc1987546d5ce55cb2998a82aa80e7e4f650743ec
cdc4d85fb5c17fe6dfb3acf3ae20bdf5d43218c68c8ee3b001b04a2122522fb8	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	BTreeMap<K, V, A>	impl<K: Hash, V: Hash, A: Allocator + Clone> Hash for BTreeMap<K, V, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_map/struct.BTreeMap.html#impl-Hash-for-BTreeMap%3CK,+V,+A%3E	NONE	library/alloc/src/collections/btree/map.rs:2587-2594	830631d4ca32d9e22fe0d2f15d272fcd5193c6a859f7bd354c8813815dbf1790
fab22600b98eca9fe7949f153b8152ccab8a20d664138425aebbff7c8997d701	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	Rc<T, A>	impl<T: ?Sized + Hash, A: Allocator> Hash for Rc<T, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-Hash-for-Rc%3CT,+A%3E	NONE	library/alloc/src/rc.rs:2808-2812	91f41278ed1659df6a92d3c1687d331ce6db15f7c0897f8001eb1caea299f083
1c018f6ac09655ec59d5cc95aa3c6f370ca7b2f1423c72eabafe0051864d5b82	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	BTreeSet<T, A>	impl<T: Hash, A: Allocator + Clone> Hash for BTreeSet<T, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/btree_set/struct.BTreeSet.html#impl-Hash-for-BTreeSet%3CT,+A%3E	NONE	library/alloc/src/collections/btree/set.rs:86-90	be4acb198f6136076720968aaeb48ae01aa2aa6784f0caf05a7ea5e79408c548
4502965d916b36c2937342aa12045844a7cd95e0cde8fe0e9d9fcbb41e8af844	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	LinkedList<T, A>	impl<T: Hash, A: Allocator> Hash for LinkedList<T, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/linked_list/struct.LinkedList.html#impl-Hash-for-LinkedList%3CT,+A%3E	NONE	library/alloc/src/collections/linked_list.rs:2190-2197	5fda14f4864b9d5bd93847c4829e11d231af78099d7bdd15078112b5c7555a43
d65224e823885b208b254f218449712617379a6adfa87171e59a44d6b1e17ea3	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	Vec<T, A>	impl<T: Hash, A: Allocator> Hash for Vec<T, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/vec/struct.Vec.html#impl-Hash-for-Vec%3CT,+A%3E	NONE	library/alloc/src/vec/mod.rs:3850-3855	3154e78baa57f73641abf3dc3efac2c1166f92e2621844d3ee15a2de14daa95b
32ae206d34bb6d12abcef989ec144c676279bffb767c49a8dce5f4f199fe140e	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	VecDeque<T, A>	impl<T: Hash, A: Allocator> Hash for VecDeque<T, A>	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/collections/vec_deque/struct.VecDeque.html#impl-Hash-for-VecDeque%3CT,+A%3E	NONE	library/alloc/src/collections/vec_deque/mod.rs:3794-3805	9b4bade6796bf27197d648843bda4361b6920d3771b02e5a4ccfca72fb1da1c1
f64a7e42238b5b7115026be30a65525e33dc21cfd304dad94f678d36b559ff79	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	[T; N]	impl<T: Hash, const N: usize> Hash for [T; N]	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.array.html#impl-Hash-for-%5BT;+N%5D	NONE	library/core/src/array/mod.rs:348-352	5e240b4ab8a58c7ad34bc0fae541a8a070a8dd97e99e20a1ff19db14815f24fe
3a66e9de8e090eb080f416a2e9954b1ac9d09fcd09012f309973506c6d30fb52	COMPARISON_HASH	TRAIT-CMP-01	core::hash::Hash	Hash	[T]	impl<T: Hash> Hash for [T]	NONE	fn hash<H: Hasher>(&self, state: &mut H)	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	core/primitive.slice.html#impl-Hash-for-%5BT%5D	NONE	library/core/src/hash/mod.rs:931-937	0f3027ec59af16a32d4097fb03892e43955b355e7ac03d0ae6a0670bc9a3ac87
307719ea9b5c4d778c39ea922ba2e1da75915ec7599035422578db77b65ca950	COMPARISON_HASH	TRAIT-CMP-01	std::cmp::Eq	Eq	HashMap<K, V, S, A>where K: Eq + Hash, V: Eq, S: BuildHasher, A: Allocator,	impl<K, V, S, A> Eq for HashMap<K, V, S, A>where K: Eq + Hash, V: Eq, S: BuildHasher, A: Allocator,	NONE	NONE	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_map/struct.HashMap.html#impl-Eq-for-HashMap%3CK,+V,+S,+A%3E	NONE	library/std/src/collections/hash/map.rs:1466-1473	b22ab210ec21cc33eb48ac9af3a38ab8a02a85a0e1bc05744eca43067d6ff135
e6872c5c6348bfcb6e9071939b820c0d4d79dd21d1d9be491c32a9509cb110c9	COMPARISON_HASH	TRAIT-CMP-01	std::cmp::Eq	Eq	HashSet<T, S, A>where T: Eq + Hash, S: BuildHasher, A: Allocator,	impl<T, S, A> Eq for HashSet<T, S, A>where T: Eq + Hash, S: BuildHasher, A: Allocator,	NONE	NONE	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_set/struct.HashSet.html#impl-Eq-for-HashSet%3CT,+S,+A%3E	NONE	library/std/src/collections/hash/set.rs:1162-1168	c63cccc64797a907a295934cfb18504c9fbd56d6dcfc302cb16ae4e477c4466e
a563f1f6b5020b5b03c2ed7c5f3a5c1b322495e3c05a7acb106f2f1c8cb7fd57	COMPARISON_HASH	TRAIT-CMP-01	std::cmp::PartialEq	PartialEq	HashMap<K, V, S, A>where K: Eq + Hash, V: PartialEq, S: BuildHasher, A: Allocator,	impl<K, V, S, A> PartialEq for HashMap<K, V, S, A>where K: Eq + Hash, V: PartialEq, S: BuildHasher, A: Allocator,	NONE	fn eq(&self, other: &HashMap<K, V, S, A>) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_map/struct.HashMap.html#impl-PartialEq-for-HashMap%3CK,+V,+S,+A%3E	NONE	library/std/src/collections/hash/map.rs:1449-1463	ef9e72f1fcae6b5a914d7695a971e11e82e690f8f5adb411e50b91a646d9e446
c33a7c1be0fbb9c1f27b1593f647926967b82404d115a74ba18b845262782df5	COMPARISON_HASH	TRAIT-CMP-01	std::cmp::PartialEq	PartialEq	HashSet<T, S, A>where T: Eq + Hash, S: BuildHasher, A: Allocator,	impl<T, S, A> PartialEq for HashSet<T, S, A>where T: Eq + Hash, S: BuildHasher, A: Allocator,	NONE	fn eq(&self, other: &HashSet<T, S, A>) -> bool	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	std/collections/hash_set/struct.HashSet.html#impl-PartialEq-for-HashSet%3CT,+S,+A%3E	NONE	library/std/src/collections/hash/set.rs:1146-1159	29495bbd3491baca03e204a1b105798ae1e3c8de6e4fb37523fa5efbe234efaa
093430177f993d9697e0d434abf008d67ad4e21597c8734c83f3440dc6cb392a	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&String>	String	impl From<&String> for String	NONE	fn from(s: &String) -> String	stable	1.35.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-From%3C%26String%3E-for-String	NONE	library/alloc/src/string.rs:3145-3153	d09f8a672a85de4a1ea8b76d720f7bfc5dd0fd0df1a6237393a0c6d6b6dfe8b7
5d68bebd12b6c421a1326fc4d5977fc72476458da5e100406c62a02e9a528c21	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&mut str>	Box<str>	impl From<&mut str> for Box<str>	NONE	fn from(s: &mut str) -> Box<str>	stable	1.84.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-From%3C%26mut+str%3E-for-Box%3Cstr%3E	NONE	library/alloc/src/boxed/convert.rs:144-162	cff3305c5df64a8a8916722374e4e2f40d1c644e8ee6ccdc9662a411ad373b4b
fc98ee598ce7f8751716b61bc26858f9e7bd923dc7a5e85dd444b79e6400bf2a	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&mut str>	Rc<str>	impl From<&mut str> for Rc<str>	NONE	fn from(v: &mut str) -> Rc<str>	stable	1.84.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-From%3C%26mut+str%3E-for-Rc%3Cstr%3E	NONE	library/alloc/src/rc.rs:2937-2953	0467451db59f3b0b4f8be0161a1c434917bed66e474a5ac6c378d02c143c9321
8b2343cd0d15c6834a0e8dbdf9e15b59f5b1e98ef33fdb69c435ef701a610fbe	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&mut str>	String	impl From<&mut str> for String	NONE	fn from(s: &mut str) -> String	stable	1.44.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-From%3C%26mut+str%3E-for-String	NONE	library/alloc/src/string.rs:3133-3141	d1f3acf8570c2b1a82de3a5589f3f0cbd7d26700f13fda7c597682b21e814f7f
92e8b61ae3126bd201e3b783e1d50dd86dfa8828c0624580486fda401691d984	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&str>	Box<str>	impl From<&str> for Box<str>	NONE	fn from(s: &str) -> Box<str>	stable	1.17.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-From%3C%26str%3E-for-Box%3Cstr%3E	NONE	library/alloc/src/boxed/convert.rs:124-140	61a6491bb69df59787be8acdbe14b1a9c46e83b02ea7d975c8e6adde833c7818
d5ea79310c059fdcf052927592b832e5df248422d0f950ba425668f4f440ec3d	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&str>	Rc<str>	impl From<&str> for Rc<str>	NONE	fn from(v: &str) -> Rc<str>	stable	1.21.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-From%3C%26str%3E-for-Rc%3Cstr%3E	NONE	library/alloc/src/rc.rs:2918-2933	1bfa05991157d6960bba5c88a6fcc960a563d0792e0f9dfc606d16dc76c5ef16
32e2582684acc94272802601f21c518aac38fc05825efec775c3e29942aa64dd	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&str>	String	impl From<&str> for String	NONE	fn from(s: &str) -> String	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-From%3C%26str%3E-for-String	NONE	library/alloc/src/string.rs:3121-3129	ff6179543464f0c7b1f57645d8bd984241bdefbbd0f14b63c86a45af1cb468d1
a68e2b94523029e09f2169a005192385a380cb5a7f94aecd3c58aab5e4da8aa0	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<&str>	Vec<u8>	impl From<&str> for Vec<u8>	NONE	fn from(s: &str) -> Vec<u8>	stable	1.0.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/vec/struct.Vec.html#impl-From%3C%26str%3E-for-Vec%3Cu8%3E	NONE	library/alloc/src/vec/mod.rs:4484-4495	c5a0323972b12e4584101f39316236531622ce4eb7758831e502381f48347376
75737717c7b7385a9e1e580d98ea2fc7f33ec954d2bc9fe40ed027746e9d620d	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<Box<str>>	String	impl From<Box<str>> for String	NONE	fn from(s: Box<str>) -> String	stable	1.18.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-From%3CBox%3Cstr%3E%3E-for-String	alloc/string/struct.String.html#impl-From%3CBox%3Cstr%3E%3E-for-String	library/alloc/src/string.rs:3157-3173	7624e7e1618cdd81fd38731e1a2ac23a2cf8e576cb01bccdbaa335fa09f3205b
efce38c648297969cb882b950d99da059179cc80582b022e8c4157589b17788b	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<Rc<str>>	Rc<[u8]>	impl From<Rc<str>> for Rc<[u8]>	NONE	fn from(rc: Rc<str>) -> Self	stable	1.62.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-From%3CRc%3Cstr%3E%3E-for-Rc%3C%5Bu8%5D%3E	NONE	library/alloc/src/rc.rs:3051-3067	69dbedf02bd3db000e02f34e940f1d178ca9314ca3559edad0aaebc4a32d023c
20691e4c02e9e597ce7264678a820d15fd98d2dc43401b764549f35406170ab8	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<String>	Box<str>	impl From<String> for Box<str>	NONE	fn from(s: String) -> Box<str>	stable	1.20.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/boxed/struct.Box.html#impl-From%3CString%3E-for-Box%3Cstr%3E	alloc/string/struct.String.html#impl-From%3CString%3E-for-Box%3Cstr%3E	library/alloc/src/string.rs:3177-3192	f67ffdf9b2a5d5cb26f2cc2ced2ba480a17277800cf4acb65f04f23ca0d497b5
1a663e24f9c8b710843f1a8a1606e9857bc8fd059b1ab8a8c174cb1887f62574	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<String>	Rc<str>	impl From<String> for Rc<str>	NONE	fn from(v: String) -> Rc<str>	stable	1.21.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/rc/struct.Rc.html#impl-From%3CString%3E-for-Rc%3Cstr%3E	alloc/string/struct.String.html#impl-From%3CString%3E-for-Rc%3Cstr%3E	library/alloc/src/rc.rs:2957-2972	e6e2c3c8a8824f84feddd4d648185d10c1cdb1bc9cf90f7e308eba5221d50a81
44e17d9de2c54bf351cd1cf93a4f7bd1721f06e9602a58c1fce8db330ea693ea	CONVERSION	TRAIT-CONVERT-01	core::convert::From	From<String>	Vec<u8>	impl From<String> for Vec<u8>	NONE	fn from(string: String) -> Vec<u8>	stable	1.14.0	YES	stable direct implementation on a stable selected surface	NOT_CLASSIFIED_BY_THIS_CROSSWALK	alloc/string/struct.String.html#impl-From%3CString%3E-for-Vec%3Cu8%3E	alloc/vec/struct.Vec.html#impl-From%3CString%3E-for-Vec%3Cu8%3E	library/alloc/src/string.rs:3317-3333	69b9f3cf2b1ad55c9e89d664950feb8944ec2bad94ff4b75c9d2081a987ed2c8
